instance,source_file,channel_id,channel_name,connector_context,secret_type,placeholder,orig_value_length
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,0a330e7d-25b4-4588-b102-3dd780a130ed,PAS In LOCAL-214-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,bc05215d-34c3-4486-a3ea-40134491d392,PAS In LOCAL-215-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,3e4d1367-d4e0-4bed-9034-f21b50351583,PAS In LOCAL-216-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b53952c7-8d31-4f8f-8f7b-ce536a0b6c7e,PAS In LOCAL-217-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,566f5c0b-fa86-458a-8b6e-74593f0782af,PAS In LOCAL-218-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,d7b58099-c50c-4a1a-8d67-a4d80d0a0ed9,PAS In LOCAL-219-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f80bfe7c-e2f9-4560-9b08-80460de6fb31,PAS In LOCAL-221-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,33b1c017-edf4-4feb-81b8-e59eb1f63f09,PAS In LOCAL-222-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,81982f7b-ec91-42a8-a5ed-8352265f2e17,PAS In LOCAL-223-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Optegra,Optegra/Default Group.xml,1208a953-4fe1-457a-85b3-f17f56a5b1c1,DOCUMENTS IN,Send Document,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,1208a953-4fe1-457a-85b3-f17f56a5b1c1,DOCUMENTS IN,MimeType,sample_message_inbound,(blanked),884
Optegra,Optegra/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,Docman,Destination 1,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,Docman,sourceConnector,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,Docman,Destination 1,username,${REDACTED_USERNAME},15
Optegra,Optegra/Default Group.xml,1a5ecbc6-de5e-4bb1-bb23-fad5d2c25488,Document Migration,Create,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,1a5ecbc6-de5e-4bb1-bb23-fad5d2c25488,Document Migration,Search,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,1a5ecbc6-de5e-4bb1-bb23-fad5d2c25488,Document Migration,Update,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,1a5ecbc6-de5e-4bb1-bb23-fad5d2c25488,Document Migration,sourceConnector,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Default Group.xml,1a5ecbc6-de5e-4bb1-bb23-fad5d2c25488,Document Migration,Search,sample_message_outbound,(blanked),448
Optegra,Optegra/Dicom.xml,81492d92-15a9-4109-8b65-9d95aa131200,HFA2,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Dicom.xml,81492d92-15a9-4109-8b65-9d95aa131200,HFA2,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Dicom.xml,c14efd23-2c1c-4e53-a59f-dcfe0e727c3b,IOL,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Optegra,Optegra/Dicom.xml,c14efd23-2c1c-4e53-a59f-dcfe0e727c3b,IOL,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,AdmitSource,sample_message_inbound,(blanked),884
Optegra,Optegra/PAS.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Pennine,Pennine/DICOM.xml,ba5419a3-24a5-48a2-bd9b-5cb2072e87f4,OpenEyes DICOM Channel,Destination 1,password,${REDACTED_PASSWORD},11
Pennine,Pennine/DICOM.xml,eee5caa4-786f-451b-9a89-f00aeb46f935,OpenEyes DICOM IOLMaster Channel,Destination 1,password,${REDACTED_PASSWORD},11
Pennine,Pennine/DICOM.xml,eee5caa4-786f-451b-9a89-f00aeb46f935,OpenEyes DICOM IOLMaster Channel,Destination 2,password,${REDACTED_PASSWORD},11
Pennine,Pennine/Default Group.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM_11118,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Pennine,Pennine/Default Group.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM_11118,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Pennine,Pennine/Default Group.xml,2d01d348-a78d-42b7-a206-410d30a2ff8b,DICOM_11119,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Pennine,Pennine/Default Group.xml,2d01d348-a78d-42b7-a206-410d30a2ff8b,DICOM_11119,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Pennine,Pennine/PAS.xml,6c3a10d1-968d-468e-9355-008946825b20,OpenEyes PAS,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Pennine,Pennine/PAS.xml,6c3a10d1-968d-468e-9355-008946825b20,OpenEyes PAS,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Pennine,Pennine/PAS.xml,6c3a10d1-968d-468e-9355-008946825b20,OpenEyes PAS,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Pennine,Pennine/PAS.xml,6c3a10d1-968d-468e-9355-008946825b20,OpenEyes PAS,PartialRecord,sample_message_inbound,(blanked),884
Pennine,Pennine/PAS.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,OpenEyes PAS Query,Set hosnum parameter,sample_message_inbound,(blanked),792
Pennine,Pennine/PAS.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,OpenEyes PAS Query,Set hosnum parameter,sample_message_outbound,(blanked),148
Portsmouth,Portsmouth/Default Group.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,29925e07-6c04-4dda-99f0-125c09824f97,DOCUMENT-OUT-Drop,Destination 1,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,29925e07-6c04-4dda-99f0-125c09824f97,DOCUMENT-OUT-Drop,sourceConnector,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,29925e07-6c04-4dda-99f0-125c09824f97,DOCUMENT-OUT-Drop,Destination 1,username,${REDACTED_USERNAME},22
Portsmouth,Portsmouth/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,DOCUMENT-OUT-Minestrone,Destination 1,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,DOCUMENT-OUT-Minestrone,sourceConnector,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,04524f4d-5201-4c16-b66f-26c3d7783d85,DOCUMENT-OUT-Minestrone,Destination 1,username,${REDACTED_USERNAME},22
Portsmouth,Portsmouth/Default Group.xml,402e6dfd-1747-477f-8f75-7f4da2c97bc8,DOCUMENTS IN HL7,Send Document,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,402e6dfd-1747-477f-8f75-7f4da2c97bc8,DOCUMENTS IN HL7,MimeType,sample_message_inbound,(blanked),884
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,Patient Search,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,sourceConnector,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,Patient Search,sample_message_inbound,(blanked),884
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,PayloadProcessor API Send,sample_message_outbound,(blanked),448
Portsmouth,Portsmouth/Default Group.xml,f703f9cd-a6ee-42e6-8550-c6a9c3fb1c73,General Documents IN,sourceConnector,username,${REDACTED_USERNAME},22
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,Patient Search,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,sourceConnector,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,Patient Search,sample_message_inbound,(blanked),884
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,PayloadProcessor API Send,sample_message_outbound,(blanked),448
Portsmouth,Portsmouth/Default Group.xml,70aa29b6-b425-427a-93d8-a82cb4e65edf,IOL Documents IN,sourceConnector,username,${REDACTED_USERNAME},22
Portsmouth,Portsmouth/Default Group.xml,3493b21f-fe49-482f-8614-2bb95bf1d799,Migration Documents IN,PatientSearch,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,3493b21f-fe49-482f-8614-2bb95bf1d799,Migration Documents IN,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,3493b21f-fe49-482f-8614-2bb95bf1d799,Migration Documents IN,sourceConnector,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,3493b21f-fe49-482f-8614-2bb95bf1d799,Migration Documents IN,PayloadProcessor API Send,sample_message_outbound,(blanked),448
Portsmouth,Portsmouth/Default Group.xml,3493b21f-fe49-482f-8614-2bb95bf1d799,Migration Documents IN,sourceConnector,username,${REDACTED_USERNAME},22
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
